n,c,delta_u3,delta_l3,delta_u2,delta_l2,feasible
22.03351011581705,1.7853653972072046,0.01664058168267488,0.6357007185674304,0.286030896162773,0.8850788480358314,0
24.655769136274923,1.5667850616643517,0.3124592762509349,0.47100012043961265,0.4606914385432037,1.365667592650172,0
26.11689040425525,2.016823469949445,0.26334770991916606,0.797022201089016,0.4254239063532975,0.90480703134149,1
21.681863957865698,1.8441416638995378,0.289732094168699,0.6892118548477969,0.210304293163678,1.2078136690358678,0
18.985816773397787,1.6194689883576634,0.16145158667693615,0.6616658566486184,0.12701062337285215,1.0445827923626785,0
19.9851080966518,1.7321052804328165,0.12820253460258044,0.8229782427652546,0.16212957708243622,1.393390462322806,0
25.484663793771105,1.8241541987653362,0.11093734821238521,0.7327931093896893,0.463414129975794,1.215628110629663,1
24.3651018778601,1.8552413074247334,0.213832213908512,0.5844256040011644,0.40133836060334943,0.9455184621690327,1
23.26916488657431,2.0520393827808254,0.044631150812582086,0.7801600798168393,0.051933496802405055,1.259505083256458,0
17.166115786624527,2.097171835405665,0.046423484715647376,0.9868603830371356,0.43737723896176733,1.1802849089734142,0
24.147424644684794,2.0126768451751404,0.3196167272093169,0.5635622477951997,0.3222510490234577,0.8811052248322424,0
22.48284059863054,1.6383827242409625,0.19086945032627495,0.7549905439119973,0.2544828649310838,1.1376547716014755,0
23.960417498455204,2.0151547716925293,0.16627473592489966,0.7712883004052548,0.5085648408965558,0.8959158593942754,0
17.49221925739043,1.5882333489317504,0.22226014284373982,0.662697215965915,0.4228708384732778,1.2268145542787574,0
19.657561181671706,2.0746278702022107,0.2576226820750848,0.5738532000377927,0.19889180475970705,1.0127396944161595,0
17.897300084639323,1.6242779653106043,0.31627213200843524,0.6742746578109393,0.2093378427642745,1.2618871315000284,0
21.851114250918325,2.0972919338883664,0.2636260837793994,0.6991539739664117,0.20553667094885614,1.4160546332481951,0
23.49878595842576,2.1063247377875935,0.040028173170600964,0.921852443006157,0.3479174950824812,0.8972287132946692,0
22.203763598081533,1.9472657608485584,0.0041564817267376085,0.6841230125967352,0.450765503961063,1.0012911215000557,0
20.906664416374838,1.8009964180260252,0.10200664283356659,0.96259737280102,0.42667871115239103,0.890428752891268,1
26.291530176765058,2.0631279563699363,0.09591891110068096,0.9136701832882503,0.058117618516367875,1.423538544578145,1
22.978030959454692,1.9256829511205673,0.030555541486323664,0.9497522748296625,0.015837149767191895,0.9685725411182899,0
17.751402350055674,2.00166870620062,0.06696360908765087,0.9579151717702186,0.3584003143129282,0.8457733325904194,0
16.37548193967633,1.5666026919939287,0.20471277178556305,0.8924213220073365,0.13027798169589844,1.3337210120474454,0
16.893502999921928,2.016186253970295,0.31345714152015086,0.8747972749543158,0.3812563040650676,1.3268638374868318,0
16.72269659385999,1.6566772082167225,0.042205661021692785,0.7142508296074792,0.40696062652750703,1.202082813039441,0
24.832494596008676,1.6287357372499438,0.24819288831337413,0.5273571300130298,0.1478662191267122,1.250018524662384,0
26.123231447376142,1.902534105371531,0.018413016914673896,0.781317617448207,0.023128397178711704,1.3545631331136923,0
23.41696644939553,1.6394846496387911,0.03098808570081833,0.5216521728198787,0.5352104520234101,1.0992120917686956,0
24.161993081803406,1.9174529470499553,0.19339068066035042,0.49861038829071713,0.5166409523910858,1.0048812858024325,0
22.10135575646475,1.955473508538729,0.21934443995430555,0.9758888813089985,0.08106519956839578,1.129087349361767,1
20.361527505796985,1.82010917947486,0.040277828242923815,0.4919890014153465,0.15186205205241804,1.0068984685501006,0
