n,c,delta_u3,delta_l3,delta_u2,delta_l2,obj_f
2.0,1.149365719561505,0.01886809481318566,3.4450763349815587,0.224746496508902,0.0,2.0
2.0,0.7871584837705092,1.2047543194728656,3.301207067885368,0.9449989820790483,0.0,2.0
2.0,4.331166454933632,0.5747088456575651,1.819679626050262,1.9352199328760946,4.0,2.0
2.0,0.7314920836482814,3.4240305860210705,1.0658460512461971,3.3175283271472464,4.0,2.0
2.0,0.4909673976183416,1.6681062650362275,3.8959773102482456,3.594519159425682,3.0945682567014487,2.0
154.14925231202352,0.49801092608919806,2.9623393231253323,3.3763233928192213,2.084448014008363,0.0,2.0
2.0,3.8141984181129036,0.0383305624968782,1.6172542072414564,0.09068210338782401,4.0,2.0
154.14925231202352,-0.5417115337573652,3.236512566792165,3.735851248442333,0.6160323195984468,4.0,2.0
153.7711388461416,1.3609135354567683,0.26646376470707234,3.60476770110497,1.8976976120350741,3.4893884089376326,2.0
154.14925231202352,-0.03006044876682791,3.6046009106914365,0.48462646639371615,1.779912174352973,0.0,2.0
154.14925231202352,4.137182808940188,0.7626637563761722,1.7955931402705239,3.7607226037050148,4.0,2.0
154.14925231202352,2.071572253924281,3.5978218586537785,1.0044892892831598,3.09067848988217,4.0,2.0
154.14925231202352,1.822949903787166,2.0527000968217424,0.11794542023219076,0.5153492192938218,4.0,2.0
2.0,-0.6847994015009372,3.368128434873949,1.2509555009304791,1.1837502164846387,0.0,2.0
2.0,0.5220899164064119,2.394982373086637,0.9156987578888458,1.553942227414491,0.0,2.0
2.0,-0.14589070106956736,0.13213489488193483,3.143569699356407,3.1838852485481497,0.0,2.0
2.0,2.3125747681021616,3.733090272487286,2.9882926963599186,3.9128983759707374,4.0,2.0
2.0,1.291774426169276,0.24942585720508645,3.5848394070603113,3.697052623941107,0.0,2.0
84.85233553041526,3.4569843244623595,0.3738635214962658,1.986304991055941,0.6843665061113811,1.5672925893888978,2.0
73.81241694743778,1.9352548408566475,0.3138280513472118,0.9913436657464132,2.046055722811147,1.8045009346128857,2.0
94.74257790390791,-0.7222413872149414,2.6163948504779464,0.2604592166367681,3.6055470464552632,0.4062078358916823,2.0
152.5884647369547,2.7926929380233023,3.3182932600375663,2.7499044805079125,0.3297802023293652,1.5003795676365792,2.0
70.4187637157391,0.29816929549923543,0.18648686986181406,2.380240278810801,1.0841676538057587,3.2336395571701324,2.0
41.41721258397247,-0.8270601554326591,2.077380066007053,1.1383254296995693,2.3777845607892854,1.00609572362786,2.0
52.301168263261246,-0.8210413053110108,0.23022001875789755,3.974405937763584,1.319502865504945,3.089372272275165,2.0
76.39518252830287,0.727155188760134,0.1751705094263496,2.6250859736092496,3.2394269864500753,0.5109849178016894,2.0
62.197060860470174,0.03732187999152803,1.9606701245607159,3.3478921780999906,0.08997338361177132,3.163027742292673,2.0
57.59786915964901,-0.5265087217960804,3.4835679133588844,3.133397168050326,2.07163222773746,1.4834463629001169,2.0
99.98073949643033,-0.7539346967620602,3.8624446119707185,2.4852292168722245,0.41244922898403313,2.461805254008885,2.0
97.94279319795017,-0.9396164197168178,0.7682591508825007,1.093302269067486,0.4083425223903392,0.4940983948339417,2.0
9.013728053096166,3.223796171046125,0.7742215040324769,0.35714726815893627,1.0274675836843716,3.7349371246077876,2.0
71.87590305753488,4.694744494812269,3.2615023011388447,2.560552701230093,3.2486868934888626,1.4055131162110568,1.7816986010007019
14.6145191359076,1.066937589197773,1.877063023713995,1.019104996209542,0.3589871981546411,2.949693168228009,1.8047080176413393
99.22587338207211,-0.9113926179218765,2.8492559540307134,0.030472991959278772,2.750748619392339,0.28970663997585255,2.0
121.69293954859019,3.288969385459234,1.242920365552438,3.439268552575099,0.11638533957113939,1.100489601361737,2.0
108.47525784214132,4.119900916718623,2.908588116439942,1.1134294556796736,1.126451694682343,1.259717485960766,2.0
111.49813838556788,3.7926671199316484,0.7964209402963229,2.630535120830624,0.5507625738289681,2.4192572244096633,2.0
123.37326117203581,-0.24049918146446458,3.7531795099023393,3.944104105904991,0.9067707772380906,2.2444386113670705,2.0
51.64055409527541,0.31931546561860147,2.4053324931111044,2.1315123333596384,0.9397945780053965,2.249044332396613,2.0
89.49777690926733,4.218025293258595,1.4666449006769602,0.22316394582328414,2.2981648367458156,1.2928984989421597,2.0
80.27309441542536,4.237369368542818,3.32461815619968,2.9902377733327654,0.6301851729909602,0.8026782300430542,2.0
116.92510326927005,3.8620845973963993,3.345517766692452,3.3541237997804982,2.11430310648974,0.9988616118859115,2.0
40.31045573222555,0.9602554370276781,3.5622997518267345,0.20188307003364514,3.8817414633045706,0.583895361778902,2.0
24.1010838634033,2.0177397403398607,2.950939101069478,1.5664503767305415,2.790474095074603,0.817495270008747,0.6662076213475874
111.44515886244896,-0.38337140550540605,0.36842880200940353,0.6241461440886704,1.3994059823506904,2.7577741842580528,2.0
46.99510829583297,1.4489054893776676,3.781976504937983,3.698865813751725,2.047957207926669,2.1873590704490384,2.0
74.81147632021556,2.151557461860935,3.0610777064540304,2.7647632409550864,0.23963143411657128,1.419535802152498,2.0
39.628227151875066,3.0152527205556368,3.3414405749065184,0.6848283550994667,0.09385190103493013,1.6691488625989175,1.2892166838449115
118.37472313737062,0.8937611148095268,1.9041818816612635,1.05922019842654,0.5203360367956407,2.7993342381858755,2.0
118.49410085463019,3.221429592662213,3.7696977517972536,1.5222178048581778,0.17584420390639544,2.8505500812745517,2.0
137.8282919511405,3.42621795892474,0.28649661948865646,3.0170596398309897,1.9556539029399458,1.5773667208726376,2.0
109.98098750922237,0.6268041203093295,2.4105978760861406,0.6513654033262446,1.0862873805236095,1.386455533561949,2.0
22.38461875805009,4.650509096175027,1.8446668718982,2.7438803953594277,2.268977725880508,3.242092731266996,2.0
44.66136475721465,-0.007695164051312098,2.4955038462509576,2.503521633474148,3.5513349366317017,0.7683481344089245,2.0
147.32648265269034,-1.0436518041914113,3.0995573073504596,0.6366480439709941,0.8311884567220353,3.7695290981227974,2.0
37.231793309261484,4.117343785253669,1.1800529145113785,0.2969593594168538,0.15311636056624245,1.4208593237942813,2.0
122.35873944777381,0.5412680553922016,3.6218884219809127,1.8274607175743673,2.440212948230232,2.8939698076236473,2.0
153.12398722500652,0.16317766996324456,3.7901450095425675,1.536156908799164,3.8858915159216423,0.7595117947066221,2.0
22.26563130304161,-0.9902374347067564,1.815735965623519,1.304343159272137,2.62443256382511,1.418975156509802,2.0
